user_id,event_time,alpha_2,alpha_3,flag,name,numeric,official_name,os,brand,model,model_number,specification,event_type,location,user_action_detail,session_number,localization_id,ga_session_id,value,state,engagement_time_msec,current_progress,event_origin,place,selection,analytics_storage,browser,install_store,user_params
xd5PF2akROaTpYBQ,2023-12-07 00:46:23.296,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,12,Pro,,,,,,,,,,,,,,,,,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Pro', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': '6PbsWPqvLvfx'}"
eeUFLErp1oDHIbsk,2023-12-07 00:47:20.741,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,App Closed,,Toggled Dark Mode,,es,,66.0,0.0,92768.0,,auto,34.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
eeUFLErp1oDHIbsk,2023-12-07 00:48:41.716,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,App Closed,,,,en,,84.0,1.0,58122.0,,auto,34.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
eeUFLErp1oDHIbsk,2023-12-07 00:57:24.464,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,Scroll,Notifications,Clicked Advertisement,-1,es,{{ga-sid}},23.0,4.0,34765.0,,auto,8.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
xd5PF2akROaTpYBQ,2023-12-07 01:00:23.249,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,12,Pro,,,,,,,,,,,,,,,,,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Pro', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': '6PbsWPqvLvfx'}"
eeUFLErp1oDHIbsk,2023-12-07 01:01:02.211,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,Double Tap,Notifications,,,en,,42.0,1.0,1185.0,,auto,34.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
xd5PF2akROaTpYBQ,2023-12-07 01:03:20.622,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,12,Pro,,,,,,,,,,,,,,,,,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Pro', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': '6PbsWPqvLvfx'}"
k7dYjSH3odgAYZNu,2023-12-07 01:04:34.879,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,Scroll,Profile,,-1,es,,66.0,7.0,93259.0,,auto,8.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
eeUFLErp1oDHIbsk,2023-12-07 01:07:24.161,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,App Opened,Notifications,,-1,es,,79.0,4.0,4945.0,,auto,34.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
xd5PF2akROaTpYBQ,2023-12-07 01:07:55.551,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,12,Pro,,,,,,,,,,,,,,,,,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Pro', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': '6PbsWPqvLvfx'}"
eeUFLErp1oDHIbsk,2023-12-07 01:08:30.981,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,Scroll,Content Page,Checked Notifications,,en,,57.0,5.0,63312.0,,auto,8.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
k7dYjSH3odgAYZNu,2023-12-07 01:08:57.891,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,App Closed,Notifications,,,en,,75.0,1.0,55971.0,,auto,-1.0,1.0,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
k7dYjSH3odgAYZNu,2023-12-07 01:12:07.371,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,Swipe,Content Page,Viewed Article,,es,,90.0,9.0,12248.0,,auto,8.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
xd5PF2akROaTpYBQ,2023-12-07 01:13:02.801,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,12,Pro,,,,,,,,,,,,,,,,,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Pro', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': '6PbsWPqvLvfx'}"
k7dYjSH3odgAYZNu,2023-12-07 01:13:10.393,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,App Opened,,,,es,,30.0,2.0,46225.0,,auto,3.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
dppDih7zRssa2TwN,2023-12-07 01:14:13.651,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,13,X,Long Press,Content Page,,,en,,84.0,1.0,38367.0,,auto,8.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'QcworCgavB90'}"
xd5PF2akROaTpYBQ,2023-12-07 01:16:16.332,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,12,Pro,,,,,,,,,,,,,,,,,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Pro', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': '6PbsWPqvLvfx'}"
dppDih7zRssa2TwN,2023-12-07 01:16:59.817,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,13,X,Scroll,Search Results,Viewed User Profile,-1,en,,93.0,1.0,88052.0,,auto,34.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'QcworCgavB90'}"
k7dYjSH3odgAYZNu,2023-12-07 01:17:00.051,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,Long Press,,,,en,,88.0,5.0,64937.0,,auto,34.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
eeUFLErp1oDHIbsk,2023-12-07 01:17:05.287,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,App Closed,Profile,,,es,,54.0,8.0,84384.0,,auto,-1.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
eeUFLErp1oDHIbsk,2023-12-07 01:18:02.370,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,Search Initiated,,Shared Content,,es,,25.0,3.0,41455.0,,auto,8.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
k7dYjSH3odgAYZNu,2023-12-07 01:20:06.990,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,Scroll,,Clicked Advertisement,-1,es,,35.0,7.0,74299.0,,auto,3.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
k7dYjSH3odgAYZNu,2023-12-07 01:21:17.751,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,App Opened,,,,en,,36.0,2.0,73461.0,,auto,3.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
YuJOfAVRdHPJBN7C,2023-12-07 01:22:42.357,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,12,Max,Swipe,Settings,,,en,,68.0,9.0,61989.0,,auto,3.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'UcqZAE7w9LdH'}"
dppDih7zRssa2TwN,2023-12-07 01:23:59.662,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,13,X,Content Viewed,,,-1,es,,45.0,2.0,72202.0,,auto,-1.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'QcworCgavB90'}"
k7dYjSH3odgAYZNu,2023-12-07 01:26:05.349,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,App Opened,,Searched,,es,,38.0,4.0,65766.0,,auto,-1.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
dppDih7zRssa2TwN,2023-12-07 01:28:17.327,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,13,X,Long Press,,,,en,,23.0,0.0,90787.0,,auto,3.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'QcworCgavB90'}"
xd5PF2akROaTpYBQ,2023-12-07 01:29:28.485,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,12,Pro,,,,,,,,,,,,,,,,,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Pro', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': '6PbsWPqvLvfx'}"
k7dYjSH3odgAYZNu,2023-12-07 01:32:27.055,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,Swipe,,Clicked Advertisement,,en,,23.0,1.0,73105.0,,auto,-1.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
dppDih7zRssa2TwN,2023-12-07 01:34:48.160,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,13,X,Scroll,Content Page,,,en,,53.0,8.0,84551.0,,auto,8.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'QcworCgavB90'}"
eeUFLErp1oDHIbsk,2023-12-07 01:38:14.211,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,Search Initiated,Settings,,,en,,21.0,2.0,30933.0,,auto,-1.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
eeUFLErp1oDHIbsk,2023-12-07 01:39:00.247,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,11,X,Search Initiated,Search Results,Toggled Dark Mode,,en,,74.0,3.0,762.0,,auto,34.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 11, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'aZpnhf74I7Ne'}"
YuJOfAVRdHPJBN7C,2023-12-07 01:40:44.595,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,12,Max,Click,Content Page,Viewed Article,,en,,65.0,6.0,67726.0,,auto,8.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'UcqZAE7w9LdH'}"
YuJOfAVRdHPJBN7C,2023-12-07 01:41:49.007,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,12,Max,Swipe,Settings,,,en,,77.0,1.0,84624.0,,auto,-1.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'UcqZAE7w9LdH'}"
dppDih7zRssa2TwN,2023-12-07 01:43:41.498,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,13,X,Scroll,Search Results,,-1,en,,30.0,6.0,2911.0,,auto,3.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'QcworCgavB90'}"
dppDih7zRssa2TwN,2023-12-07 01:44:59.615,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,13,X,App Opened,Search Results,,,en,,20.0,2.0,52680.0,,auto,34.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'X', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'QcworCgavB90'}"
YuJOfAVRdHPJBN7C,2023-12-07 01:46:30.283,BE,BEL,ud83cudde7ud83cuddea,Belgium,56,Kingdom of Belgium,iOS,Apple,iPhone,12,Max,Long Press,,,-1,es,,26.0,8.0,25059.0,,auto,8.0,,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 12, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'UcqZAE7w9LdH'}"
k7dYjSH3odgAYZNu,2023-12-07 01:47:52.121,AT,AUT,ud83cudde6ud83cuddf9,Austria,40,Republic of Austria,iOS,Apple,iPhone,13,Max,Click,Profile,,-1,es,,39.0,6.0,31866.0,,auto,-1.0,1.0,Yes,,Null,"{'os': 'iOS', 'brand': 'Apple', 'model': 'iPhone', 'model_number': 13, 'specification': 'Max', 'transaction_id': None, 'campaign_name': None, 'source': None, 'medium': None, 'term': None, 'context': None, 'gclid': None, 'dclid': None, 'srsltid': None, 'is_active_user': None, 'marketing_id': 'bvBLpvpRyEGa'}"
